book_id_raw,title,authors,language_code,image_url,small_image_url,description,text,book_idx
228,"The Nanny Diaries (Nanny, #1)","Emma McLaughlin, Nicola Kraus",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Nanny Diaries (Nanny, #1) by Emma McLaughlin, Nicola Kraus","The Nanny Diaries (Nanny, #1) — by Emma McLaughlin, Nicola Kraus — The Nanny Diaries (Nanny, #1) by Emma McLaughlin, Nicola Kraus",227
229,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel, Martin Gardner",eng,https://images.gr-assets.com/books/1327872220m/24213.jpg,https://images.gr-assets.com/books/1327872220s/24213.jpg,"Alice's Adventures in Wonderland & Through the Looking-Glass by Lewis Carroll, John Tenniel, Martin Gardner","Alice's Adventures in Wonderland & Through the Looking-Glass — by Lewis Carroll, John Tenniel, Martin Gardner — Alice's Adventures in Wonderland & Through the Looking-Glass by Lewis Carroll, John Tenniel, Martin Gardner",228
230,Persuasion,"Jane Austen, James Kinsley, Deidre Shauna Lynch",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Persuasion by Jane Austen, James Kinsley, Deidre Shauna Lynch","Persuasion — by Jane Austen, James Kinsley, Deidre Shauna Lynch — Persuasion by Jane Austen, James Kinsley, Deidre Shauna Lynch",229
231,Sarah's Key,Tatiana de Rosnay,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Sarah's Key by Tatiana de Rosnay,Sarah's Key — by Tatiana de Rosnay — Sarah's Key by Tatiana de Rosnay,230
232,"The Gunslinger (The Dark Tower, #1)",Stephen King,en-US,https://images.gr-assets.com/books/1375776480m/43615.jpg,https://images.gr-assets.com/books/1375776480s/43615.jpg,"The Gunslinger (The Dark Tower, #1) by Stephen King","The Gunslinger (The Dark Tower, #1) — by Stephen King — The Gunslinger (The Dark Tower, #1) by Stephen King",231
233,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",eng,https://images.gr-assets.com/books/1327124987m/9712.jpg,https://images.gr-assets.com/books/1327124987s/9712.jpg,"Love in the Time of Cholera by Gabriel García Márquez, Edith Grossman","Love in the Time of Cholera — by Gabriel García Márquez, Edith Grossman — Love in the Time of Cholera by Gabriel García Márquez, Edith Grossman",232
234,Speak,Laurie Halse Anderson,eng,https://images.gr-assets.com/books/1310121762m/439288.jpg,https://images.gr-assets.com/books/1310121762s/439288.jpg,Speak by Laurie Halse Anderson,Speak — by Laurie Halse Anderson — Speak by Laurie Halse Anderson,233
235,The Husband's Secret,Liane Moriarty,eng,https://images.gr-assets.com/books/1460577225m/17802724.jpg,https://images.gr-assets.com/books/1460577225s/17802724.jpg,The Husband's Secret by Liane Moriarty,The Husband's Secret — by Liane Moriarty — The Husband's Secret by Liane Moriarty,234
236,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,en-US,https://images.gr-assets.com/books/1463384482m/1898.jpg,https://images.gr-assets.com/books/1463384482s/1898.jpg,Into Thin Air: A Personal Account of the Mount Everest Disaster by Jon Krakauer,Into Thin Air: A Personal Account of the Mount Everest Disaster — by Jon Krakauer — Into Thin Air: A Personal Account of the Mount Everest Disaster by Jon Krakauer,235
237,Carrie,Stephen King,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Carrie by Stephen King,Carrie — by Stephen King — Carrie by Stephen King,236
238,Running with Scissors,Augusten Burroughs,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Running with Scissors by Augusten Burroughs,Running with Scissors — by Augusten Burroughs — Running with Scissors by Augusten Burroughs,237
239,World War Z: An Oral History of the Zombie War,Max Brooks,en-US,https://images.gr-assets.com/books/1386328204m/8908.jpg,https://images.gr-assets.com/books/1386328204s/8908.jpg,World War Z: An Oral History of the Zombie War by Max Brooks,World War Z: An Oral History of the Zombie War — by Max Brooks — World War Z: An Oral History of the Zombie War by Max Brooks,238
240,"Inferno (Robert Langdon, #4)",Dan Brown,eng,https://images.gr-assets.com/books/1397093185m/17212231.jpg,https://images.gr-assets.com/books/1397093185s/17212231.jpg,"Inferno (Robert Langdon, #4) by Dan Brown","Inferno (Robert Langdon, #4) — by Dan Brown — Inferno (Robert Langdon, #4) by Dan Brown",239
241,Number the Stars,Lois Lowry,eng,https://images.gr-assets.com/books/1370917812m/47281.jpg,https://images.gr-assets.com/books/1370917812s/47281.jpg,Number the Stars by Lois Lowry,Number the Stars — by Lois Lowry — Number the Stars by Lois Lowry,240
242,"Along Came a Spider (Alex Cross, #1)",James Patterson,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Along Came a Spider (Alex Cross, #1) by James Patterson","Along Came a Spider (Alex Cross, #1) — by James Patterson — Along Came a Spider (Alex Cross, #1) by James Patterson",241
243,Misery,Stephen King,en-GB,https://images.gr-assets.com/books/1270545451m/10614.jpg,https://images.gr-assets.com/books/1270545451s/10614.jpg,Misery by Stephen King,Misery — by Stephen King — Misery by Stephen King,242
244,Sharp Objects,Gillian Flynn,en-US,https://images.gr-assets.com/books/1423241485m/66559.jpg,https://images.gr-assets.com/books/1423241485s/66559.jpg,Sharp Objects by Gillian Flynn,Sharp Objects — by Gillian Flynn — Sharp Objects by Gillian Flynn,243
245,Bridge to Terabithia,Katherine Paterson,eng,https://images.gr-assets.com/books/1327880087m/2839.jpg,https://images.gr-assets.com/books/1327880087s/2839.jpg,Bridge to Terabithia by Katherine Paterson,Bridge to Terabithia — by Katherine Paterson — Bridge to Terabithia by Katherine Paterson,244
246,"Marked (House of Night, #1)","P.C. Cast, Kristin Cast",en-US,https://images.gr-assets.com/books/1317067002m/30183.jpg,https://images.gr-assets.com/books/1317067002s/30183.jpg,"Marked (House of Night, #1) by P.C. Cast, Kristin Cast","Marked (House of Night, #1) — by P.C. Cast, Kristin Cast — Marked (House of Night, #1) by P.C. Cast, Kristin Cast",245
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,en-US,https://images.gr-assets.com/books/1421842784m/36072.jpg,https://images.gr-assets.com/books/1421842784s/36072.jpg,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change by Stephen R. Covey,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change — by Stephen R. Covey — The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change by Stephen R. Covey,246
248,A Midsummer Night's Dream,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",eng,https://images.gr-assets.com/books/1327874534m/1622.jpg,https://images.gr-assets.com/books/1327874534s/1622.jpg,"A Midsummer Night's Dream by William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey","A Midsummer Night's Dream — by William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey — A Midsummer Night's Dream by William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",247
249,Extremely Loud and Incredibly Close,Jonathan Safran Foer,en-US,https://images.gr-assets.com/books/1327879967m/4588.jpg,https://images.gr-assets.com/books/1327879967s/4588.jpg,Extremely Loud and Incredibly Close by Jonathan Safran Foer,Extremely Loud and Incredibly Close — by Jonathan Safran Foer — Extremely Loud and Incredibly Close by Jonathan Safran Foer,248
250,Wonder,R.J. Palacio,eng,https://images.gr-assets.com/books/1309285027m/11387515.jpg,https://images.gr-assets.com/books/1309285027s/11387515.jpg,Wonder by R.J. Palacio,Wonder — by R.J. Palacio — Wonder by R.J. Palacio,249
251,The Cat in the Hat,Dr. Seuss,eng,https://images.gr-assets.com/books/1468890477m/233093.jpg,https://images.gr-assets.com/books/1468890477s/233093.jpg,The Cat in the Hat by Dr. Seuss,The Cat in the Hat — by Dr. Seuss — The Cat in the Hat by Dr. Seuss,250
252,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,eng,https://images.gr-assets.com/books/1470056948m/11235712.jpg,https://images.gr-assets.com/books/1470056948s/11235712.jpg,"Cinder (The Lunar Chronicles, #1) by Marissa Meyer","Cinder (The Lunar Chronicles, #1) — by Marissa Meyer — Cinder (The Lunar Chronicles, #1) by Marissa Meyer",251
253,"The Cuckoo's Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling",en-US,https://images.gr-assets.com/books/1358716559m/16160797.jpg,https://images.gr-assets.com/books/1358716559s/16160797.jpg,"The Cuckoo's Calling (Cormoran Strike, #1) by Robert Galbraith, J.K. Rowling","The Cuckoo's Calling (Cormoran Strike, #1) — by Robert Galbraith, J.K. Rowling — The Cuckoo's Calling (Cormoran Strike, #1) by Robert Galbraith, J.K. Rowling",252
254,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,eng,https://images.gr-assets.com/books/1409283154m/6068551.jpg,https://images.gr-assets.com/books/1409283154s/6068551.jpg,"Shiver (The Wolves of Mercy Falls, #1) by Maggie Stiefvater","Shiver (The Wolves of Mercy Falls, #1) — by Maggie Stiefvater — Shiver (The Wolves of Mercy Falls, #1) by Maggie Stiefvater",253
255,Atlas Shrugged,"Ayn Rand, Leonard Peikoff",eng,https://images.gr-assets.com/books/1405868167m/662.jpg,https://images.gr-assets.com/books/1405868167s/662.jpg,"Atlas Shrugged by Ayn Rand, Leonard Peikoff","Atlas Shrugged — by Ayn Rand, Leonard Peikoff — Atlas Shrugged by Ayn Rand, Leonard Peikoff",254
256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson, David Oliver Relin",en-US,https://images.gr-assets.com/books/1395407074m/49436.jpg,https://images.gr-assets.com/books/1395407074s/49436.jpg,"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time by Greg Mortenson, David Oliver Relin","Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time — by Greg Mortenson, David Oliver Relin — Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time by Greg Mortenson, David Oliver Relin",255
257,Alice in Wonderland,"Jane Carruth, Lewis Carroll, Rene Cloke",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Alice in Wonderland by Jane Carruth, Lewis Carroll, Rene Cloke","Alice in Wonderland — by Jane Carruth, Lewis Carroll, Rene Cloke — Alice in Wonderland by Jane Carruth, Lewis Carroll, Rene Cloke",256
258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","Carlos Ruiz Zafón, Lucia Graves",eng,https://images.gr-assets.com/books/1344545047m/1232.jpg,https://images.gr-assets.com/books/1344545047s/1232.jpg,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1) by Carlos Ruiz Zafón, Lucia Graves","The Shadow of the Wind (The Cemetery of Forgotten Books,  #1) — by Carlos Ruiz Zafón, Lucia Graves — The Shadow of the Wind (The Cemetery of Forgotten Books,  #1) by Carlos Ruiz Zafón, Lucia Graves",257
259,"The Scorch Trials (Maze Runner, #2)",James Dashner,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Scorch Trials (Maze Runner, #2) by James Dashner","The Scorch Trials (Maze Runner, #2) — by James Dashner — The Scorch Trials (Maze Runner, #2) by James Dashner",258
260,How to Win Friends and Influence People,Dale Carnegie,eng,https://images.gr-assets.com/books/1442726934m/4865.jpg,https://images.gr-assets.com/books/1442726934s/4865.jpg,How to Win Friends and Influence People by Dale Carnegie,How to Win Friends and Influence People — by Dale Carnegie — How to Win Friends and Influence People by Dale Carnegie,259
261,Under the Tuscan Sun,Frances Mayes,eng,https://images.gr-assets.com/books/1320524083m/480479.jpg,https://images.gr-assets.com/books/1320524083s/480479.jpg,Under the Tuscan Sun by Frances Mayes,Under the Tuscan Sun — by Frances Mayes — Under the Tuscan Sun by Frances Mayes,260
262,Big Little Lies,Liane Moriarty,eng,https://images.gr-assets.com/books/1492239430m/19486412.jpg,https://images.gr-assets.com/books/1492239430s/19486412.jpg,Big Little Lies by Liane Moriarty,Big Little Lies — by Liane Moriarty — Big Little Lies by Liane Moriarty,261
263,Ella Enchanted,Gail Carson Levine,eng,https://images.gr-assets.com/books/1410727190m/24337.jpg,https://images.gr-assets.com/books/1410727190s/24337.jpg,Ella Enchanted by Gail Carson Levine,Ella Enchanted — by Gail Carson Levine — Ella Enchanted by Gail Carson Levine,262
264,The Sun Also Rises,Ernest Hemingway,en-US,https://images.gr-assets.com/books/1331828228m/3876.jpg,https://images.gr-assets.com/books/1331828228s/3876.jpg,The Sun Also Rises by Ernest Hemingway,The Sun Also Rises — by Ernest Hemingway — The Sun Also Rises by Ernest Hemingway,263
265,A Tree Grows in Brooklyn,Betty  Smith,eng,https://images.gr-assets.com/books/1327883484m/14891.jpg,https://images.gr-assets.com/books/1327883484s/14891.jpg,A Tree Grows in Brooklyn by Betty  Smith,A Tree Grows in Brooklyn — by Betty  Smith — A Tree Grows in Brooklyn by Betty  Smith,264
266,"Kiss the Girls (Alex Cross, #2)",James Patterson,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Kiss the Girls (Alex Cross, #2) by James Patterson","Kiss the Girls (Alex Cross, #2) — by James Patterson — Kiss the Girls (Alex Cross, #2) by James Patterson",265
267,The Nightingale,Kristin Hannah,eng,https://images.gr-assets.com/books/1451446316m/21853621.jpg,https://images.gr-assets.com/books/1451446316s/21853621.jpg,The Nightingale by Kristin Hannah,The Nightingale — by Kristin Hannah — The Nightingale by Kristin Hannah,266
268,Never Let Me Go,Kazuo Ishiguro,eng,https://images.gr-assets.com/books/1353048590m/6334.jpg,https://images.gr-assets.com/books/1353048590s/6334.jpg,Never Let Me Go by Kazuo Ishiguro,Never Let Me Go — by Kazuo Ishiguro — Never Let Me Go by Kazuo Ishiguro,267
269,P.S. I Love You,Cecelia Ahern,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,P.S. I Love You by Cecelia Ahern,P.S. I Love You — by Cecelia Ahern — P.S. I Love You by Cecelia Ahern,268
270,Rebecca,"Daphne du Maurier, Sally Beauman",en-US,https://images.gr-assets.com/books/1327871977m/12873.jpg,https://images.gr-assets.com/books/1327871977s/12873.jpg,"Rebecca by Daphne du Maurier, Sally Beauman","Rebecca — by Daphne du Maurier, Sally Beauman — Rebecca by Daphne du Maurier, Sally Beauman",269
271,Flowers for Algernon,Daniel Keyes,en-US,https://images.gr-assets.com/books/1367141311m/18373.jpg,https://images.gr-assets.com/books/1367141311s/18373.jpg,Flowers for Algernon by Daniel Keyes,Flowers for Algernon — by Daniel Keyes — Flowers for Algernon by Daniel Keyes,270
272,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Like Water for Chocolate by Laura Esquivel, Thomas  Christensen, Carol Christensen","Like Water for Chocolate — by Laura Esquivel, Thomas  Christensen, Carol Christensen — Like Water for Chocolate by Laura Esquivel, Thomas  Christensen, Carol Christensen",271
273,Snow Flower and the Secret Fan,Lisa See,eng,https://images.gr-assets.com/books/1327880508m/1103.jpg,https://images.gr-assets.com/books/1327880508s/1103.jpg,Snow Flower and the Secret Fan by Lisa See,Snow Flower and the Secret Fan — by Lisa See — Snow Flower and the Secret Fan by Lisa See,272
274,The Godfather,"Mario Puzo, Robert Thompson, Peter Bart",eng,https://images.gr-assets.com/books/1394988109m/22034.jpg,https://images.gr-assets.com/books/1394988109s/22034.jpg,"The Godfather by Mario Puzo, Robert Thompson, Peter Bart","The Godfather — by Mario Puzo, Robert Thompson, Peter Bart — The Godfather by Mario Puzo, Robert Thompson, Peter Bart",273
275,An Abundance of Katherines,John Green,eng,https://images.gr-assets.com/books/1360206426m/49750.jpg,https://images.gr-assets.com/books/1360206426s/49750.jpg,An Abundance of Katherines by John Green,An Abundance of Katherines — by John Green — An Abundance of Katherines by John Green,274
276,Foundation (Foundation #1),Isaac Asimov,eng,https://images.gr-assets.com/books/1417900846m/29579.jpg,https://images.gr-assets.com/books/1417900846s/29579.jpg,Foundation (Foundation #1) by Isaac Asimov,Foundation (Foundation #1) — by Isaac Asimov — Foundation (Foundation #1) by Isaac Asimov,275
277,The Ocean at the End of the Lane,Neil Gaiman,eng,https://images.gr-assets.com/books/1497098563m/15783514.jpg,https://images.gr-assets.com/books/1497098563s/15783514.jpg,The Ocean at the End of the Lane by Neil Gaiman,The Ocean at the End of the Lane — by Neil Gaiman — The Ocean at the End of the Lane by Neil Gaiman,276
278,A Light in the Attic,Shel Silverstein,eng,https://images.gr-assets.com/books/1427169918m/30118.jpg,https://images.gr-assets.com/books/1427169918s/30118.jpg,A Light in the Attic by Shel Silverstein,A Light in the Attic — by Shel Silverstein — A Light in the Attic by Shel Silverstein,277
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling",eng,https://images.gr-assets.com/books/1470082995m/29056083.jpg,https://images.gr-assets.com/books/1470082995s/29056083.jpg,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8) by John Tiffany, Jack Thorne, J.K. Rowling","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8) — by John Tiffany, Jack Thorne, J.K. Rowling — Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8) by John Tiffany, Jack Thorne, J.K. Rowling",278
280,"Delirium (Delirium, #1)",Lauren Oliver,eng,https://images.gr-assets.com/books/1327890411m/11614718.jpg,https://images.gr-assets.com/books/1327890411s/11614718.jpg,"Delirium (Delirium, #1) by Lauren Oliver","Delirium (Delirium, #1) — by Lauren Oliver — Delirium (Delirium, #1) by Lauren Oliver",279
281,The Pelican Brief,John Grisham,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Pelican Brief by John Grisham,The Pelican Brief — by John Grisham — The Pelican Brief by John Grisham,280
282,Coraline,Neil Gaiman,eng,https://images.gr-assets.com/books/1493497435m/17061.jpg,https://images.gr-assets.com/books/1493497435s/17061.jpg,Coraline by Neil Gaiman,Coraline — by Neil Gaiman — Coraline by Neil Gaiman,281
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman",en-US,https://images.gr-assets.com/books/1392528568m/12067.jpg,https://images.gr-assets.com/books/1392528568s/12067.jpg,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch by Terry Pratchett, Neil Gaiman","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch — by Terry Pratchett, Neil Gaiman — Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch by Terry Pratchett, Neil Gaiman",282
284,On the Road,Jack Kerouac,eng,https://images.gr-assets.com/books/1413588576m/70401.jpg,https://images.gr-assets.com/books/1413588576s/70401.jpg,On the Road by Jack Kerouac,On the Road — by Jack Kerouac — On the Road by Jack Kerouac,283
285,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,eng,https://images.gr-assets.com/books/1371651741m/16181775.jpg,https://images.gr-assets.com/books/1371651741s/16181775.jpg,"The Rosie Project (Don Tillman, #1) by Graeme Simsion","The Rosie Project (Don Tillman, #1) — by Graeme Simsion — The Rosie Project (Don Tillman, #1) by Graeme Simsion",284
286,The Lucky One,Nicholas Sparks,en-US,https://images.gr-assets.com/books/1420816338m/3063499.jpg,https://images.gr-assets.com/books/1420816338s/3063499.jpg,The Lucky One by Nicholas Sparks,The Lucky One — by Nicholas Sparks — The Lucky One by Nicholas Sparks,285
287,The Fountainhead,"Ayn Rand, Leonard Peikoff",eng,https://images.gr-assets.com/books/1491163636m/2122.jpg,https://images.gr-assets.com/books/1491163636s/2122.jpg,"The Fountainhead by Ayn Rand, Leonard Peikoff","The Fountainhead — by Ayn Rand, Leonard Peikoff — The Fountainhead by Ayn Rand, Leonard Peikoff",286
288,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,,https://images.gr-assets.com/books/1281995542m/19691.jpg,https://images.gr-assets.com/books/1281995542s/19691.jpg,"The Hunt for Red October (Jack Ryan Universe, #4) by Tom Clancy","The Hunt for Red October (Jack Ryan Universe, #4) — by Tom Clancy — The Hunt for Red October (Jack Ryan Universe, #4) by Tom Clancy",287
289,"Watership Down (Watership Down, #1)",Richard Adams,eng,https://images.gr-assets.com/books/1405136931m/76620.jpg,https://images.gr-assets.com/books/1405136931s/76620.jpg,"Watership Down (Watership Down, #1) by Richard Adams","Watership Down (Watership Down, #1) — by Richard Adams — Watership Down (Watership Down, #1) by Richard Adams",288
290,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,eng,https://images.gr-assets.com/books/1443264638m/10335308.jpg,https://images.gr-assets.com/books/1443264638s/10335308.jpg,Is Everyone Hanging Out Without Me? (And Other Concerns) by Mindy Kaling,Is Everyone Hanging Out Without Me? (And Other Concerns) — by Mindy Kaling — Is Everyone Hanging Out Without Me? (And Other Concerns) by Mindy Kaling,289
291,Cutting for Stone,Abraham Verghese,eng,https://images.gr-assets.com/books/1327931601m/3591262.jpg,https://images.gr-assets.com/books/1327931601s/3591262.jpg,Cutting for Stone by Abraham Verghese,Cutting for Stone — by Abraham Verghese — Cutting for Stone by Abraham Verghese,290
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",eng,https://images.gr-assets.com/books/1343185059m/140225.jpg,https://images.gr-assets.com/books/1343185059s/140225.jpg,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3) by C.S. Lewis, Pauline Baynes","The Voyage of the Dawn Treader (Chronicles of Narnia, #3) — by C.S. Lewis, Pauline Baynes — The Voyage of the Dawn Treader (Chronicles of Narnia, #3) by C.S. Lewis, Pauline Baynes",291
293,Treasure Island,Robert Louis Stevenson,eng,https://images.gr-assets.com/books/1485248909m/295.jpg,https://images.gr-assets.com/books/1485248909s/295.jpg,Treasure Island by Robert Louis Stevenson,Treasure Island — by Robert Louis Stevenson — Treasure Island by Robert Louis Stevenson,292
294,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,eng,https://images.gr-assets.com/books/1464201114m/9520360.jpg,https://images.gr-assets.com/books/1464201114s/9520360.jpg,"The Son of Neptune (The Heroes of Olympus, #2) by Rick Riordan","The Son of Neptune (The Heroes of Olympus, #2) — by Rick Riordan — The Son of Neptune (The Heroes of Olympus, #2) by Rick Riordan",293
295,11/22/63,Stephen King,eng,https://images.gr-assets.com/books/1327876792m/10644930.jpg,https://images.gr-assets.com/books/1327876792s/10644930.jpg,11/22/63 by Stephen King,11/22/63 — by Stephen King — 11/22/63 by Stephen King,294
296,The Very Hungry Caterpillar Board Book,Eric Carle,eng,https://images.gr-assets.com/books/1327878225m/4948.jpg,https://images.gr-assets.com/books/1327878225s/4948.jpg,The Very Hungry Caterpillar Board Book by Eric Carle,The Very Hungry Caterpillar Board Book — by Eric Carle — The Very Hungry Caterpillar Board Book by Eric Carle,295
297,Cat's Cradle,Kurt Vonnegut Jr.,eng,https://images.gr-assets.com/books/1327867150m/135479.jpg,https://images.gr-assets.com/books/1327867150s/135479.jpg,Cat's Cradle by Kurt Vonnegut Jr.,Cat's Cradle — by Kurt Vonnegut Jr. — Cat's Cradle by Kurt Vonnegut Jr.,296
298,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti",eng,https://images.gr-assets.com/books/1327942880m/2493.jpg,https://images.gr-assets.com/books/1327942880s/2493.jpg,"The Time Machine by H.G. Wells, Greg Bear, Carlo Pagetti","The Time Machine — by H.G. Wells, Greg Bear, Carlo Pagetti — The Time Machine by H.G. Wells, Greg Bear, Carlo Pagetti",297
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back by Todd Burpo, Lynn Vincent","Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back — by Todd Burpo, Lynn Vincent — Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back by Todd Burpo, Lynn Vincent",298
300,The Boy in the Striped Pajamas,John Boyne,eng,https://images.gr-assets.com/books/1366228171m/39999.jpg,https://images.gr-assets.com/books/1366228171s/39999.jpg,The Boy in the Striped Pajamas by John Boyne,The Boy in the Striped Pajamas — by John Boyne — The Boy in the Striped Pajamas by John Boyne,299
301,Heart of Darkness,Joseph Conrad,eng,https://images.gr-assets.com/books/1392799983m/4900.jpg,https://images.gr-assets.com/books/1392799983s/4900.jpg,Heart of Darkness by Joseph Conrad,Heart of Darkness — by Joseph Conrad — Heart of Darkness by Joseph Conrad,300
302,Safe Haven,Nicholas Sparks,eng,https://images.gr-assets.com/books/1344268800m/7812659.jpg,https://images.gr-assets.com/books/1344268800s/7812659.jpg,Safe Haven by Nicholas Sparks,Safe Haven — by Nicholas Sparks — Safe Haven by Nicholas Sparks,301
303,"The Secret (The Secret, #1)",Rhonda Byrne,eng,https://images.gr-assets.com/books/1482865039m/52529.jpg,https://images.gr-assets.com/books/1482865039s/52529.jpg,"The Secret (The Secret, #1) by Rhonda Byrne","The Secret (The Secret, #1) — by Rhonda Byrne — The Secret (The Secret, #1) by Rhonda Byrne",302
304,I Know This Much Is True,Wally Lamb,eng,https://images.gr-assets.com/books/1373532198m/227711.jpg,https://images.gr-assets.com/books/1373532198s/227711.jpg,I Know This Much Is True by Wally Lamb,I Know This Much Is True — by Wally Lamb — I Know This Much Is True by Wally Lamb,303
305,Pet Sematary,Stephen King,eng,https://images.gr-assets.com/books/1308894674m/10583.jpg,https://images.gr-assets.com/books/1308894674s/10583.jpg,Pet Sematary by Stephen King,Pet Sematary — by Stephen King — Pet Sematary by Stephen King,304
306,She's Come Undone,Wally Lamb,en-US,https://images.gr-assets.com/books/1408313457m/5203.jpg,https://images.gr-assets.com/books/1408313457s/5203.jpg,She's Come Undone by Wally Lamb,She's Come Undone — by Wally Lamb — She's Come Undone by Wally Lamb,305
